11,❗️Премьер Грузии Ираклий Кобахидзе возложил на пос...,"❗️Премьер Грузии Ираклий Кобахидзе возложил на посла ЕС ответственность за [беспорядки](https://t.me/rian_ru/320410) в Тбилиси, обвинив его в поддержке попытки свержения конституционного строя 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","❗️Премьер Грузии Ираклий Кобахидзе возложил на посла ЕС ответственность за [беспорядки](https://t.me/rian_ru/320410) в Тбилиси, обвинив его в поддержке попытки свержения конституционного строя

🔹 [Под...",https://t.me/rian_ru/320437,2025-10-04 17:56:32,2025-10-05 17:31:42.780255,0,1
12,Девять человек госпитализированы в результате стол...,"Девять человек госпитализированы в результате столкновения внедорожника ""ГАЗ 69"" и автомобиля ""Лада Гранта"" на Ставрополье, сообщила ГИБДД региона. Авария произошла вечером в субботу на 38-м километре автодороги ""Минеральные Воды - Кисловодск"", пострадавшие доставлены в больницы. 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Девять человек госпитализированы в результате столкновения внедорожника ""ГАЗ 69"" и автомобиля ""Лада Гранта"" на Ставрополье, сообщила ГИБДД региона.

Авария произошла вечером в субботу на 38-м километр...",https://t.me/rian_ru/320434,2025-10-04 17:55:13,2025-10-05 17:31:42.787111,0,1
13,Египет примет 6 октября делегации Израиля и ХАМАС...,"Египет примет 6 октября делегации Израиля и ХАМАС для обсуждения условий обмена, подтвердил МИД страны 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Египет примет 6 октября делегации Израиля и ХАМАС для обсуждения условий обмена, подтвердил МИД страны

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320433,2025-10-04 17:43:58,2025-10-05 17:31:42.792107,0,1
14,В результате беспорядков в Тбилиси в субботу постр...,"В результате беспорядков в Тбилиси в субботу пострадали 14 правоохранителей, [заявили](https://ria.ru/20251004/postradavshie-2046414784.html) в МВД Грузии 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","В результате беспорядков в Тбилиси в субботу пострадали 14 правоохранителей, [заявили](https://ria.ru/20251004/postradavshie-2046414784.html) в МВД Грузии

🔹 [Подписаться на РИА Новости](https://t.",https://t.me/rian_ru/320432,2025-10-04 17:42:55,2025-10-05 17:31:42.796625,0,1
15,"Генсек правящей в Грузии партии ""Грузинская мечта""...","Генсек правящей в Грузии партии ""Грузинская мечта"" Калазде назвал попыткой госпереворота [действия](https://t.me/rian_ru/320406) протестующих в Тбилиси: они будут наказаны 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Генсек правящей в Грузии партии ""Грузинская мечта"" Калазде назвал попыткой госпереворота [действия](https://t.me/rian_ru/320406) протестующих в Тбилиси: они будут наказаны

🔹 [Подписаться на РИА Новос...",https://t.me/rian_ru/320431,2025-10-04 17:40:07,2025-10-05 17:31:42.804070,0,1
16,"Признанное пустующим жилье, от которого отказался...","Признанное пустующим жилье, от которого отказался собственник, **могут передать очередникам на квартиру**, [заявил](https://ria.ru/20251004/zhile-2046411402.html?in=l) РИА Новости сенатор Олег Голов. В понедельник сенаторы внесли в Госдуму законопроект, которым предлагается закрепить в Жилищном кодексе возможность признания жилого помещения в многоквартирном доме пустующим. Важно понимать принцип: если собственник не пользуется имуществом в течение года и при этом не исполняет свои обязательства по его содержанию, квартира может перейти в муниципальную собственность по аналогии с выморочным имуществом. По словам сенатора, цель законопроекта - снять бремя ответственности с добросовестных жильцов и собственников, которые вынуждены нести дополнительные расходы за тех, кто бросил свои квартиры. 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Признанное пустующим жилье, от которого отказался собственник, **могут передать очередникам на квартиру**, [заявил](https://ria.ru/20251004/zhile-2046411402.html?in=l) РИА Новости сенатор Олег Голов.",https://t.me/rian_ru/320430,2025-10-04 17:38:13,2025-10-05 17:31:42.812567,0,1
17,"Премьер Грузии Ираклий Кобахидзе сообщил, что один...","Премьер Грузии Ираклий Кобахидзе сообщил, что один из полицейских, пострадавших из-за беспорядков у президентского дворца в Тбилиси, находится в тяжелом состоянии 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Премьер Грузии Ираклий Кобахидзе сообщил, что один из полицейских, пострадавших из-за беспорядков у президентского дворца в Тбилиси, находится в тяжелом состоянии

🔹 [Подписаться на РИА Новости](https...",https://t.me/rian_ru/320429,2025-10-04 17:34:58,2025-10-05 17:31:42.819559,0,1
18,"Один мирный житель погиб, еще двое пострадали в Ма...","Один мирный житель погиб, еще двое пострадали в Макеевке в ДНР в результате атаки беспилотника ВСУ, сообщили власти республики 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Один мирный житель погиб, еще двое пострадали в Макеевке в ДНР в результате атаки беспилотника ВСУ, сообщили власти республики

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320427,2025-10-04 17:33:07,2025-10-05 17:31:42.825550,0,1
19,"Трамп заявил, что Эрдоган очень помог в оказании д...","Трамп заявил, что Эрдоган очень помог в оказании давления на ХАМАС с целью добиться освобождения заложников, передает Axios 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Трамп заявил, что Эрдоган очень помог в оказании давления на ХАМАС с целью добиться освобождения заложников, передает Axios

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320426,2025-10-04 17:22:14,2025-10-05 17:31:42.833557,0,1
20,Премьер Грузии Ираклий Кобахидзе назвал уголовным...,"Премьер Грузии Ираклий Кобахидзе назвал уголовным преступлением митинг у президентского дворца в Тбилиси, его участники будут наказаны 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Премьер Грузии Ираклий Кобахидзе назвал уголовным преступлением митинг у президентского дворца в Тбилиси, его участники будут наказаны

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320425,2025-10-04 17:18:55,2025-10-05 17:31:42.840813,0,1
21,Итоговая явка на местных выборах в Грузии составил...,"Итоговая явка на местных выборах в Грузии составила 40,93%, заявили в ЦИК страны 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Итоговая явка на местных выборах в Грузии составила 40,93%, заявили в ЦИК страны

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320424,2025-10-04 17:11:55,2025-10-05 17:31:42.848843,0,1
22,**Спецоперация. Обстановка и главные события на 4...,"**Спецоперация. Обстановка и главные события на 4 октября.** ▪️ ВС России нанесли поражение объектам энергетики, обеспечивающим работу предприятий ВПК Украины, сообщило Минобороны. ▪️ Всего ВСУ за сутки на разных направлениях СВО потеряли около 1460 военнослужащих, следует из сводки Минобороны России. ▪️ Киев вряд ли получит от США крылатые ракеты Tomahawk, в том числе потому, что этот шаг является красной линией для России, которую Трамп не хотел бы переступать, пишет журнал American Conservative. ▪️ Противоречивые сообщения о возможных поставках крылатых ракет Tomahawk Киеву отражают кризис управления в американской администрации, заявил РИА Новости профессор Колумбийского университета и авторитетный экономист Джеффри Сакс. ▪️ Украинские военнослужащие переоделись в женскую одежду и бросили позиции на сумском направлении при приближении подразделения ВС России, сообщили РИА Новости в силовых структурах. ▪️ Удары нанесены в Черниговской области на Украине по узлам энергоснабжения и складам, используемым в интересах ВСУ, в том числе для переброски резервов, сообщил РИА Новости координатор николаевского пророссийского подполья Лебедев. ▪️ Венгрия предлагает ЕС и России провести переговоры о будущей системе европейской безопасности, где Украина будет не главной темой, заявил венгерский премьер Орбан в интервью порталу Hetek. ▪️ Участник СВО из Калининградской области с позывным ""Рай"" в течение 17 часов один вел бой с разведкой ВСУ численностью в 12 человек, рассказали РИА Новости в Народном фронте. 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","**Спецоперация. Обстановка и главные события на 4 октября.**

▪️ ВС России нанесли поражение объектам энергетики, обеспечивающим работу предприятий ВПК Украины, сообщило Минобороны.",https://t.me/rian_ru/320422,2025-10-04 17:03:45,2025-10-05 17:31:42.855840,0,1
23,"❗️Правящая партия ""Грузинская мечта"" после первых...","❗️Правящая партия ""Грузинская мечта"" после первых данных ЦИК Грузии заявляет, что победила во всех 64 муниципалитетах на местных выборах 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","❗️Правящая партия ""Грузинская мечта"" после первых данных ЦИК Грузии заявляет, что победила во всех 64 муниципалитетах на местных выборах

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320421,2025-10-04 17:03:19,2025-10-05 17:31:42.863856,0,1
24,"Спецназ мобилизовался в центре Тбилиси, чтобы очис...","Спецназ мобилизовался в центре Тбилиси, чтобы очистить площадь Свободы от митингующих, передает корреспондент РИА Новости. Ранее демонстрантов [вытеснили](https://t.me/rian_ru/320415) с площади Орбелиани. 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Спецназ мобилизовался в центре Тбилиси, чтобы очистить площадь Свободы от митингующих, передает корреспондент РИА Новости.

Ранее демонстрантов [вытеснили](https://t.me/rian_ru/320415) с площади Орбел...",https://t.me/rian_ru/320420,2025-10-04 17:01:49,2025-10-05 17:31:42.870853,0,1
25,Кандидат от правящей партии и действующий мэр Тбил...,"Кандидат от правящей партии и действующий мэр Тбилиси Каладзе набирает более 71% голосов после подсчета более 73% бюллетеней, сообщил ЦИК 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Кандидат от правящей партии и действующий мэр Тбилиси Каладзе набирает более 71% голосов после подсчета более 73% бюллетеней, сообщил ЦИК

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320419,2025-10-04 16:56:21,2025-10-05 17:31:42.876854,0,1
26,"Участники шествия в поддержку Палестины, прошедшие...","Участники шествия в поддержку Палестины, прошедшие по улицам Рима, достигли площади у базилики Сан-Джованни-ин-Латерано, где проводят митинг, передает корреспондент РИА Новости. Организаторы манифестации, обращающиеся к толпе через громкоговоритель у статуи Франциска Ассизского, **говорят о миллионе участников митинга.** 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Участники шествия в поддержку Палестины, прошедшие по улицам Рима, достигли площади у базилики Сан-Джованни-ин-Латерано, где проводят митинг, передает корреспондент РИА Новости.

Организаторы манифест...",https://t.me/rian_ru/320418,2025-10-04 16:54:49,2025-10-05 17:31:42.883876,0,1
27,Действующий премьер Чехии Фиала поздравил оппозици...,Действующий премьер Чехии Фиала поздравил оппозиционное движение ANO и его лидера Андрея Бабиша с победой на парламентских выборах 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru),Действующий премьер Чехии Фиала поздравил оппозиционное движение ANO и его лидера Андрея Бабиша с победой на парламентских выборах

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).,https://t.me/rian_ru/320417,2025-10-04 16:52:49,2025-10-05 17:31:42.890854,0,1
28,Президент Словакии Пеллегрини поздравил оппозицион...,"Президент Словакии Пеллегрини поздравил оппозиционное движение ANO с победой на парламентских выборах в Чехии, он надеется, что сформированный после выборов кабмин внесет вклад в развитие чешско-словацких отношений. Свои поздравления главе движения - экс-премьеру Чехии Андрею Бабишу - также направил премьер Венгрии Орбан, назвавший его победу ""хорошей новостью для Европы"". 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Президент Словакии Пеллегрини поздравил оппозиционное движение ANO с победой на парламентских выборах в Чехии, он надеется, что сформированный после выборов кабмин внесет вклад в развитие чешско-слова...",https://t.me/rian_ru/320416,2025-10-04 16:50:13,2025-10-05 17:31:42.897863,0,1
29,Спецназ вытеснил водометом митингующих с площади О...,"Спецназ вытеснил водометом митингующих с площади Орбелиани близ президентского дворца в Тбилиси, но они не расходятся, передает корреспондент РИА Новости 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Спецназ вытеснил водометом митингующих с площади Орбелиани близ президентского дворца в Тбилиси, но они не расходятся, передает корреспондент РИА Новости

🔹 [Подписаться на РИА Новости](https://t.me/r...",https://t.me/rian_ru/320415,2025-10-04 16:45:10,2025-10-05 17:31:42.906857,0,1
30,Задержанная израильскими властями активистка Грета...,"Задержанная израильскими властями активистка Грета Тунберг сообщила, что сидит в камере с клопами и не получает достаточного количества пищи и воды, на фоне чего у нее наступило обезвоживание, пишет Guardian. Еще один задержанный активист сообщил, что видел, как Тунберг заставляли держать некие флаги и при этом фотографировали. По данным издания, власти также просили активистку подписать некий документ, но она не стала его подписывать, поскольку не понимала его сути. 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Задержанная израильскими властями активистка Грета Тунберг сообщила, что сидит в камере с клопами и не получает достаточного количества пищи и воды, на фоне чего у нее наступило обезвоживание, пишет G...",https://t.me/rian_ru/320414,2025-10-04 16:28:54,2025-10-05 17:31:42.915856,0,1
31,"Итальянский художник, известный под псевдонимом Йо...","Итальянский художник, известный под псевдонимом Йорит, написал портрет 7-летней девочки Марины Евсюковой, погибшей в 2014 году в Луганске во время обстрела со стороны ВСУ, и передал его родителям ребенка. 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Итальянский художник, известный под псевдонимом Йорит, написал портрет 7-летней девочки Марины Евсюковой, погибшей в 2014 году в Луганске во время обстрела со стороны ВСУ, и передал его родителям ребе...",https://t.me/rian_ru/320413,2025-10-04 16:22:24,2025-10-05 17:31:42.921887,0,1
32,Несколько правоохранителей пострадали на митинге у...,"Несколько правоохранителей пострадали на митинге у президентского дворца в Тбилиси, передает телекомпания ""Имеди"" 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Несколько правоохранителей пострадали на митинге у президентского дворца в Тбилиси, передает телекомпания ""Имеди""

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320412,2025-10-04 16:19:47,2025-10-05 17:31:42.929864,0,1
33,"Кандидат от ""Грузинской мечты"" Каладзе побеждает в...","Кандидат от ""Грузинской мечты"" Каладзе побеждает в борьбе за пост мэра Тбилиси с 77,4%, следует из данных exit poll проправительственного ТВ ""Имеди"" 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Кандидат от ""Грузинской мечты"" Каладзе побеждает в борьбе за пост мэра Тбилиси с 77,4%, следует из данных exit poll проправительственного ТВ ""Имеди""

🔹 [Подписаться на РИА Новости](https://t.me/rian_r...",https://t.me/rian_ru/320411,2025-10-04 16:14:31,2025-10-05 17:31:42.937863,0,1
34,"Митингующие в Тбилиси подожгли ограждения, которые...","Митингующие в Тбилиси подожгли ограждения, которые они сделали из мебели ресторана для защиты от спецназа, передает корреспондент РИА Новости 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Митингующие в Тбилиси подожгли ограждения, которые они сделали из мебели ресторана для защиты от спецназа, передает корреспондент РИА Новости

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320410,2025-10-04 16:10:51,2025-10-05 17:31:42.947973,0,1
35,Делегации Израиля и ХАМАС обсудят в Каире 5-6 октя...,"Делегации Израиля и ХАМАС обсудят в Каире 5-6 октября условия обмена пленными и заключенными, пишет Al Qahera News 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Делегации Израиля и ХАМАС обсудят в Каире 5-6 октября условия обмена пленными и заключенными, пишет Al Qahera News

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320409,2025-10-04 16:09:54,2025-10-05 17:31:42.955453,0,1
36,Избирательные участки для голосования на выборах в...,"Избирательные участки для голосования на выборах в органы местного самоуправления закрылись в Грузии, передает корреспондент РИА Новости. 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Избирательные участки для голосования на выборах в органы местного самоуправления закрылись в Грузии, передает корреспондент РИА Новости.

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320408,2025-10-04 16:05:43,2025-10-05 17:31:42.963104,0,1
37,Второй взрыв прогремел в тюрьме рядом с президентс...,"Второй взрыв прогремел в тюрьме рядом с президентским дворцом в сомалийской столице Могадишо, учреждение атаковали боевики радикальной исламистской группировки ""Аш-Шабаб"", сообщает издание Garowe 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Второй взрыв прогремел в тюрьме рядом с президентским дворцом в сомалийской столице Могадишо, учреждение атаковали боевики радикальной исламистской группировки ""Аш-Шабаб"", сообщает издание Garowe

🔹 [...",https://t.me/rian_ru/320407,2025-10-04 16:04:56,2025-10-05 17:31:42.971988,0,1
38,Митингующие в Тбилиси [продолжают](https://t.me/ri...,"Митингующие в Тбилиси [продолжают](https://t.me/rian_ru/320399) забрасывать камнями резиденцию президента Грузии, несмотря на предупреждения спецназа, передает корреспондент РИА Новости 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Митингующие в Тбилиси [продолжают](https://t.me/rian_ru/320399) забрасывать камнями резиденцию президента Грузии, несмотря на предупреждения спецназа, передает корреспондент РИА Новости

🔹 [Подписатьс...",https://t.me/rian_ru/320406,2025-10-04 15:58:57,2025-10-05 17:31:42.978627,0,1
39,Полиция Лондона сообщила о задержании 175 человек...,"Полиция Лондона сообщила о задержании 175 человек на митинге в поддержку Palestine Action, акция продолжается 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Полиция Лондона сообщила о задержании 175 человек на митинге в поддержку Palestine Action, акция продолжается 

🔹 [Подписаться на РИА Новости](https://t.me/rian_ru).",https://t.me/rian_ru/320405,2025-10-04 15:47:44,2025-10-05 17:31:42.986636,0,1
40,"Чешское ТВ сообщило, что **оппозиционное движение...","Чешское ТВ сообщило, что **оппозиционное движение ANO ""практически выиграло"" выборы** в парламент Чехии, набирая 35,77% голосов по данным с 92,4% участков 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Чешское ТВ сообщило, что **оппозиционное движение ANO ""практически выиграло"" выборы** в парламент Чехии, набирая 35,77% голосов по данным с 92,4% участков

🔹 [Подписаться на РИА Новости](https://t.me/...",https://t.me/rian_ru/320404,2025-10-04 15:36:02,2025-10-05 17:31:42.996357,0,1
41,Дополнительные бригады спецназа мобилизованы у дво...,"Дополнительные бригады спецназа мобилизованы у дворца президента Грузии, где митингующие пробили железные ограждения, передает корреспондент РИА Новости. Спецназ применил водомет против митингующих у дворца. 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Дополнительные бригады спецназа мобилизованы у дворца президента Грузии, где митингующие пробили железные ограждения, передает корреспондент РИА Новости.

Спецназ применил водомет против митингующих у...",https://t.me/rian_ru/320403,2025-10-04 15:33:58,2025-10-05 17:31:43.008276,0,1
42,Официальные лица Пакистана обратились к коллегам и...,"Официальные лица Пакистана обратились к коллегам из США с предложением о строительстве порта в их стране, пишет Financial Times. Советники пакистанского начальника штаба армии Асима Мунира обратились к официальным лицам США с предложением построить и эксплуатировать порт на Аравийском море, который мог бы предоставить Вашингтону плацдарм в одном из самых нестабильных регионов мира План предполагает превращение рыболовецкого города Пасни в терминал для доступа к критическим минералам страны. Подчеркивается, что Пасни расположен всего в 160 км к востоку от Ирана и 113 км к востоку от порта Гвадар, в преобразование которого значительный вклад вложил Китай. 🔹 [Подписаться на РИА Новости](https://t.me/rian_ru)","Официальные лица Пакистана обратились к коллегам из США с предложением о строительстве порта в их стране, пишет Financial Times.

Советники пакистанского начальника штаба армии Асима Мунира обратились...",https://t.me/rian_ru/320402,2025-10-04 15:32:07,2025-10-05 17:31:43.017141,0,1
